,Season Number,Season Start,Season End,Episode Number,Episode Title,Pitch Number,Startup Name,Industry,Business Description,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Started in,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,``,Debt Interest,Deal Valuation,Number of sharks in deal,Deal has conditions,Has Patents,Ashneer Investment Amount,Ashneer Investment Equity,Ashneer Debt Amount,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ghazal Investment Amount,Ghazal Investment Equity,Ghazal Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount
200,2,02-Jan-23,10-Mar-23,17,Innovation Hardwork And Diligence,201,eyenic,Beauty/Fashion,Eyewear,2,2,0,0,0,Middle,2017,Delhi,Delhi,0,15,45,21,75,6,1250,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2,02-Jan-23,10-Mar-23,17,Innovation Hardwork And Diligence,202,ekatra,Furnishing/Household,Handmade paper goods,2,0,2,0,0,Middle,2019,Kota,Rajasthan,0,5,80,28,40,10,400,1,1,20,20,20,0,100,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,10,10,10,0,0,0
202,2,02-Jan-23,10-Mar-23,18,Business Ideas With Potential,203,Raasa,Food,Food karts,1,1,0,0,0,Middle,2022,Delhi,Delhi,0,0,0,0,50,5,1000,1,1,50,25,0,0,200,1,no,0,0,0,0,0,0,0,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,2,02-Jan-23,10-Mar-23,18,Business Ideas With Potential,204,NeoMotion,Manufacturing,Wheelchairs,3,3,0,0,0,Middle,2020,Chennai,Tamil Nadu,470,0,0,0,100,1,10000,1,1,100,1,0,0,10000,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0
204,2,02-Jan-23,10-Mar-23,18,Business Ideas With Potential,205,licksters,Food,Icecreams ice-pops,2,1,1,0,1,Middle,0,Nagpur,Maharashtra,86,14,0,0,50,5,1000,1,1,25,5,25,0,500,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,25,0,0,0
205,2,02-Jan-23,10-Mar-23,18,Business Ideas With Potential,206,Sayonara,Beauty/Fashion,Petticoat,1,1,0,0,0,Middle,0,Kolkata,West Bengal,0,0,0,0,100,1,10000,0,0,0,0,0,0,0,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,2,02-Jan-23,10-Mar-23,19,Building Brands For India,207,PMV,Vehicles/Electrical Vehicles,Personal Mobility Vehicle,1,1,0,0,0,Middle,2018,Mumbai,Maharashtra,0,0,0,0,100,1,10000,1,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,2,02-Jan-23,10-Mar-23,19,Building Brands For India,208,SpiceStory,Food,Indian Sauces Chutneys,3,2,1,0,0,Middle,2019,Mumbai,Maharashtra,410,57,0,0,70,2,3500,1,1,70,5,0,0,1400,1,no,0,0,0,0,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,2,02-Jan-23,10-Mar-23,19,Building Brands For India,209,Bullspree,Technology/Software,App to learn stock market basics,3,3,0,0,0,Middle,0,Ahmedabad,Gujarat,-1,0,0,0,75,1.5,5000,1,1,75,2.86,0,0,2622.377622,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,1.43,0,37.5,1.43,0,0,0,0,0,0,0,0,0,0
209,2,02-Jan-23,10-Mar-23,20,Nurturing Indian Entrepreneurs,210,Snitch,Beauty/Fashion,Menswear,1,1,0,0,0,Middle,2020,Bangalore,Karnataka,0,0,0,0,150,0.5,30000,1,1,150,1.5,0,0,10000,5,no,0,0,0,0,30,0.3,0,30,0.3,0,30,0.3,0,30,0.3,0,30,0.3,0,0,0,0,0,0,0,0,0,0
210,2,02-Jan-23,10-Mar-23,20,Nurturing Indian Entrepreneurs,211,Portl,Services,Portl studio gym,3,3,0,0,0,Middle,0,Hyderabad,Telangana,0,0,45,0,150,1,15000,1,1,150,2.5,0,0,6000,3,no,0,0,0,0,50,0.833,0,0,0,0,0,0,0,50,0.833,0,50,0.833,0,0,0,0,0,0,0,0,0,0
211,2,02-Jan-23,10-Mar-23,20,Nurturing Indian Entrepreneurs,212,FatToSlim,Beauty/Fashion,Diet Plan Weight Loss,1,0,1,0,0,Middle,0,Bangalore,Karnataka,0,14,0,0,20,1,2000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,2,02-Jan-23,10-Mar-23,21,Adhbhut Aur Anokhe Entrepreneurs,213,CheeseCake&Co.,Food,Cakes Slices,2,1,1,0,1,Middle,2018,Delhi,Delhi,0,194,0,0,100,2,5000,1,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,2,02-Jan-23,10-Mar-23,21,Adhbhut Aur Anokhe Entrepreneurs,214,Dabble,Manufacturing,Paints Crayons Brushes,2,0,2,0,0,Middle,0,Bangalore,Karnataka,33,8.7,75,0,50,10,500,1,1,15,10,35,0,150,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,35,0,0,0,0,0,0,0,0,0,0,0,0
214,2,02-Jan-23,10-Mar-23,21,Adhbhut Aur Anokhe Entrepreneurs,215,CloudTailor,Services,Custom tailor online,3,2,1,0,1,Middle,0,"Bangalore,Hyderabad","Karnataka,Telangana",-1,34,0,0,100,1.4,7142.857143,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,2,02-Jan-23,10-Mar-23,21,Adhbhut Aur Anokhe Entrepreneurs,216,BeUnic,Services,Platform for LGBTQ+ creators and entrepreneurs,3,1,1,1,0,Middle,0,Noida,Uttar Pradesh,50,6,0,0,100,10,1000,1,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,2,02-Jan-23,10-Mar-23,22,Making Big Businesses,217,Broomees,Services,Helpers homemakers for your home,3,2,1,0,0,Middle,0,Delhi,Delhi,0,0,0,0,80,2,4000,1,1,100,3,0,0,3333.333333,3,no,0,0,0,0,33.33,1,0,0,0,0,0,0,0,33.33,1,0,33.33,1,0,0,0,0,0,0,0,0,0,0
217,2,02-Jan-23,10-Mar-23,22,Making Big Businesses,218,Ravel,Beauty/Fashion,Custom Hair Products,1,1,0,0,0,Middle,2021,Amaravati,Maharashtra,0,40,0,0,75,2.5,3000,1,1,75,10,0,0,750,1,no,0,0,0,0,0,0,0,75,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,2,02-Jan-23,10-Mar-23,22,Making Big Businesses,219,HoneyVeda,Food,Honey in natural nutritious form,2,2,0,0,0,Middle,0,Ahmedabad,Gujarat,53,0,20,0,75,7.5,1000,1,1,50,20,25,12,250,2,no,0,0,0,0,0,0,0,25,10,12.5,25,10,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,2,02-Jan-23,10-Mar-23,23,Changing The World,220,PadCare,Manufacturing,Menstrual hygiene disposal solution,1,1,0,0,0,Young,0,Pune,Maharashtra,-1,14,0,0,50,2,2500,1,1,100,4,0,0,2500,4,no,0,0,0,0,25,1,0,25,1,0,25,1,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0
220,2,02-Jan-23,10-Mar-23,23,Changing The World,221,SwadeshiBlessings,Furnishing/Household,Clay utensils and cookwares,3,1,2,0,0,Middle,2020,Udaipur,Rajasthan,120,28,60,0,50,5,1000,1,1,25,5,25,12,500,2,no,0,0,0,0,12.5,2.5,12.5,0,0,0,12.5,2.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2,02-Jan-23,10-Mar-23,23,Changing The World,222,OLL,Technology/Software,Online Live Learning Skill development classes,1,1,0,0,0,Young,0,Mumbai,Maharashtra,0,0,0,0,30,2,1500,1,1,30,5,0,0,600,2,no,0,0,0,0,0,0,0,0,0,0,15,2.5,0,0,0,0,15,2.5,0,0,0,0,0,0,0,0,0,0
222,2,02-Jan-23,10-Mar-23,23,Changing The World,223,Febris,Medical/Health,"Scrubs, Lab Coats & Medical Apparel",2,2,0,0,0,Middle,0,Ferozepur,Punjab,110,12,0,20,100,2.5,4000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,2,02-Jan-23,10-Mar-23,24,India Ke Incredible Entrepreneurs,224,Geeani,Vehicles/Electrical Vehicles,Smallest EV tractor,3,2,1,0,0,Middle,0,Ahmedabad,Gujarat,0,0,0,0,75,7.5,1000,1,1,100,10,0,0,1000,3,no,0,0,0,0,0,0,0,33.33,3.33,0,33.33,3.33,0,33.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2,02-Jan-23,10-Mar-23,24,India Ke Incredible Entrepreneurs,225,Amore,Food,Gelato Ice Cream Online,2,2,0,0,0,Middle,0,"Hyderabad,Mumbai","Telangana,Maharashtra",0,0,0,0,75,4,1875,1,1,75,7.5,0,0,1000,1,yes,0,0,0,0,0,0,0,75,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,2,02-Jan-23,10-Mar-23,24,India Ke Incredible Entrepreneurs,226,LeafyAffair,Beauty/Fashion,Botanical Jewellery,1,1,0,0,0,Middle,0,Bangalore,Karnataka,110,21,80,0,50,2.5,2000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,2,02-Jan-23,10-Mar-23,25,Badhta India,227,ScrapUncle,Services,Sell scrap recyclables online,1,1,0,0,0,Young,2020,Delhi,Delhi,600,0,25,0,60,3,2000,1,1,60,5,0,0,1200,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,0,0,0,0
227,2,02-Jan-23,10-Mar-23,25,Badhta India,228,SharmaJiKiAata,Food,Freshly milled atta,2,1,1,0,0,Middle,2019,Pune,Maharashtra,0,0,63,38,40,10,400,1,1,40,20,0,0,200,1,no,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2,02-Jan-23,10-Mar-23,25,Badhta India,229,Manetain,Beauty/Fashion,Curly Hair Care Products,2,0,2,0,0,Young,0,"Cochin,Mumbai","Kerala,Maharashtra",100,12,60,0,75,2.5,3000,1,1,75,10,0,0,750,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,75,10,0,0,0,0,0,0,0,0,0,0,0,0,0
229,2,02-Jan-23,10-Mar-23,26,Bharat Badal Raha Hai,230,GavinParis,Beauty/Fashion,Gender-Neutral Fashion,2,2,0,0,0,Young,2022,Kolkata,West Bengal,114,0,60,0,50,5,1000,1,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2,02-Jan-23,10-Mar-23,26,Bharat Badal Raha Hai,231,UnStop,Technology/Software,Connecting talent colleges recruiters,1,1,0,0,0,Middle,2022,Delhi,Delhi,1600,0,90,0,100,1,10000,1,1,200,4,0,0,5000,4,no,0,0,0,0,50,1,0,50,1,0,0,0,0,50,1,0,0,0,0,0,0,0,50,1,0,0,0,0
231,2,02-Jan-23,10-Mar-23,26,Bharat Badal Raha Hai,232,BlueTea,Food,Ayurvedic Herbal Tea,2,2,0,0,0,Middle,2018,"Faridabad,Kolkata","Haryana,West Bengal",1000,0,0,19,75,1,7500,1,1,50,3,25,12,1666.666667,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,25,0,0,0,0,0,0,0,0,0,0,0,0
232,2,02-Jan-23,10-Mar-23,27,Nayi Soch Naye Vichaar,233,TheGreenSnack,Food,Healthy Snacks Online,2,1,1,0,1,Middle,2017,Mumbai,Maharashtra,-1,25,0,0,100,2,5000,1,1,100,8,0,0,1250,1,no,0,0,0,0,0,0,0,0,0,0,100,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,2,02-Jan-23,10-Mar-23,27,Nayi Soch Naye Vichaar,234,HobbyIndia,Furnishing/Household,Online Art & Craft Store,3,1,2,0,1,Young,0,Surat,Gujarat,117,0,0,0,50,3,1666.666667,1,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2,02-Jan-23,10-Mar-23,27,Nayi Soch Naye Vichaar,235,Flhexible,Furnishing/Household,Composite paper honeycomb panels,2,1,1,0,1,Middle,2019,Jaipur,Rajasthan,16,3.5,40,25,50,7.5,666.6666667,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2,02-Jan-23,10-Mar-23,27,Nayi Soch Naye Vichaar,236,UpThrust,Sports,ESPORTS AND GAMING ORGANISATION,2,2,0,0,0,Young,0,Mumbai,Maharashtra,300,33,0,30,75,3,2500,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,2,02-Jan-23,10-Mar-23,28,Game Changers,237,Zoff,Food,Cool Grind Technology Indian Spices,2,2,0,0,0,Middle,2018,Raipur,Chhattisgarh,0,700,0,0,100,0.5,20000,1,1,100,1.25,0,0,8000,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0
237,2,02-Jan-23,10-Mar-23,28,Game Changers,238,DesiToys,Manufacturing,Indian Traditional Toys and Indoor Games,1,0,1,0,0,Middle,2017,Mumbai,Maharashtra,115,20,50,18,50,3,1666.666667,1,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,2,02-Jan-23,10-Mar-23,28,Game Changers,239,CloudWorx,Technology/Software,NoCode Enterprise Metaverse App Builder,1,1,0,0,0,Middle,0,Bangalore,Karnataka,0,14,0,0,40,2,2000,1,1,40,3.2,0,0,1250,2,yes,0,0,0,0,20,1.6,0,20,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,2,02-Jan-23,10-Mar-23,29,Pulse Of The Country,240,Mahantam,Manufacturing,Tea Glass Washing Machine,2,2,0,0,0,Young,0,Banaskantha,Gujarat,0,0,0,0,30,10,300,1,1,30,20,0,0,150,5,no,0,0,0,0,6,4,0,6,4,0,6,4,0,6,4,0,6,4,0,0,0,0,0,0,0,0,0,0
240,2,02-Jan-23,10-Mar-23,29,Pulse Of The Country,241,MindPeers,Medical/Health,For Mental Strength,2,1,1,0,0,Middle,0,Delhi,Delhi,0,0,0,0,53,1,5300,1,1,106,2,0,0,5300,4,no,0,0,0,0,17.66,0.33,0,0,0,0,17.66,0.33,0,17.66,0.33,0,53,1,0,0,0,0,0,0,0,0,0,0
241,2,02-Jan-23,10-Mar-23,29,Pulse Of The Country,242,Barosi,Food,Fresh & pure milk products,1,1,0,0,0,Middle,2016,Pataudi,Haryana,-1,42,40,0,50,2,2500,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,2,02-Jan-23,10-Mar-23,30,Changing India,243,Daryaganj,Food,North Indian Cuisine restaurant,3,3,0,0,0,Middle,0,Delhi,Delhi,0,300,0,0,90,0.5,18000,1,1,90,1,0,0,9000,1,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,2,02-Jan-23,10-Mar-23,30,Changing India,244,DhruvVidyut,Vehicles/Electrical Vehicles,Invention converts cycle into an electric cycle,1,1,0,0,0,Middle,0,Delhi,Delhi,0,0,0,0,0,0.5,0,1,1,0,0.5,0,0,0,3,yes,0,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0.166,0,0,0.166,0,0,0,0,0,0,0,0,0,0
244,2,02-Jan-23,10-Mar-23,30,Changing India,245,CELLBELL,Furnishing/Household,Gaming Office Chairs,3,3,0,0,0,Middle,2019,Ulhasnagar,Maharashtra,0,400,52,0,90,1.5,6000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,2,02-Jan-23,10-Mar-23,31,Innovations And Investments,246,Tipayi,Manufacturing,Balance Bike for Kids,1,1,0,0,0,Young,2019,Pune,Maharashtra,21,0.5,35,26,50,10,500,1,0,0,0,0,0,0,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,2,02-Jan-23,10-Mar-23,31,Innovations And Investments,247,DigiQure,Medical/Health,Book Doctors Appointments Video Consultation,2,2,0,0,0,Middle,0,Bhopal,Madhya Pradesh,0,0,0,0,40,4,1000,1,1,40,10,0,0,400,1,no,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,2,02-Jan-23,10-Mar-23,31,Innovations And Investments,248,Nirmalaya,Manufacturing,Incense products made from temple flowers,3,2,1,0,1,Middle,0,Delhi,Delhi,-1,80,0,0,60,1.5,4000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,2,02-Jan-23,10-Mar-23,32,Pitch Perfect,249,Pabiben,Beauty/Fashion,Handcrafted products sold directly by artisans,2,1,1,0,0,Middle,0,Ahmedabad,Gujarat,0,0,50,35,50,5,1000,1,1,10,5,40,0,200,1,no,0,0,0,0,10,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,2,02-Jan-23,10-Mar-23,32,Pitch Perfect,250,Homestrap,Furnishing/Household,Collection of organizer for home and travelling,2,1,1,0,1,Middle,0,Indore,Madhya Pradesh,0,0,55,0,70,1,7000,1,1,50,7,20,10,714.2857143,1,no,0,0,0,0,0,0,0,50,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,2,02-Jan-23,10-Mar-23,32,Pitch Perfect,251,uBreathe,Manufacturing,Smart Natural Air Purifier,2,2,0,0,0,Middle,0,Gurgaon,Haryana,0,0,0,0,150,7.5,2000,1,1,50,5,100,10,1000,1,no,0,0,0,0,50,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,2,02-Jan-23,10-Mar-23,32,Pitch Perfect,252,Deyor,Technology/Software,Chatbot integrated experiential travel website,2,2,0,0,0,Middle,0,Gurgaon,Haryana,0,0,25,5,100,1,10000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,2,02-Jan-23,10-Mar-23,33,Growing With India,253,iMumz,Medical/Health,Transforming pregnancy and parenting with app,3,2,1,0,0,Middle,2020,Bangalore,Karnataka,0,0,0,0,70,1,7000,1,1,10,1,60,10,1000,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,60,0,0,0,0,0,0,0,0,0
253,2,02-Jan-23,10-Mar-23,33,Growing With India,254,TheHealthyBinge,Food,Assorted Pack Baked Chips,2,2,0,0,0,Middle,0,Pune,Maharashtra,-1,11,0,0,50,5,1000,1,1,50,5,0,0,1000,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.5,0,25,2.5,0,0,0,0,0,0,0,0,0,0
254,2,02-Jan-23,10-Mar-23,33,Growing With India,255,Freakins,Beauty/Fashion,Fashionable Denim Apparel,2,2,0,0,0,Middle,0,Mumbai,Maharashtra,-1,0,63,0,70,1,7000,1,1,50,2.5,20,12,2000,1,yes,0,0,0,0,0,0,0,0,0,0,50,2.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,2,02-Jan-23,10-Mar-23,34,Growing Ideas Into Successful Businesses,256,Perfora,Furnishing/Household,Toothpaste Electric Toothbrush,2,2,0,0,0,Young,0,"Ballarpur,Karnal","Haryana,Maharashtra",-1,0,57,0,80,1,8000,1,1,80,2.5,0,0,3200,3,no,0,0,0,0,26.66,0.833,0,0,0,0,26.66,0.833,0,0,0,0,26.66,0.833,0,0,0,0,0,0,0,0,0,0
256,2,02-Jan-23,10-Mar-23,34,Growing Ideas Into Successful Businesses,257,MidNightAngelsByPC,Beauty/Fashion,Lounge & Travel wear,2,0,2,0,0,Middle,2017,Gurgaon,Haryana,180,0,83,20,75,6,1250,1,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,2,02-Jan-23,10-Mar-23,34,Growing Ideas Into Successful Businesses,258,CureSee,Medical/Health,Artificial Intelligence (AI) based vision therapy,3,3,0,0,0,Middle,2019,Gurgaon,Haryana,0,264,0,0,40,5,800,1,1,50,10,0,0,500,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0,0,0,0,0,0,0,0,0
258,2,02-Jan-23,10-Mar-23,35,Business Ideas Ka Pitara,259,MeduLance,Medical/Health,One-stop solution for all healthcare needs,2,2,0,0,0,Middle,0,Delhi,Delhi,240,0,0,24,200,1,20000,1,1,200,2,0,0,10000,3,no,0,0,0,0,66.66,0.666,0,0,0,0,0,0,0,66.66,0.666,0,66.66,0.666,0,0,0,0,0,0,0,0,0,0
259,2,02-Jan-23,10-Mar-23,35,Business Ideas Ka Pitara,260,Cakelicious,Food,Cakes Online,2,0,2,0,0,Middle,0,Kolkata,West Bengal,0,3,60,40,25,5,500,1,1,25,20,0,0,125,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,0,0,0,0
260,2,02-Jan-23,10-Mar-23,35,Business Ideas Ka Pitara,261,Bowled.io,Sports,Play-to-Earn Social Gaming Platform,2,2,0,0,0,Middle,0,Mumbai,Maharashtra,0,0,0,0,80,1,8000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,2,02-Jan-23,10-Mar-23,35,Business Ideas Ka Pitara,262,Toyshine,Manufacturing,Collection of Toys,1,1,0,0,0,Middle,0,Jalandhar,Punjab,4500,450,0,15,125,0.5,25000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,2,02-Jan-23,10-Mar-23,36,Anokhe Pitchers Ke Anokhe Ideas,263,neuphony,Medical/Health,Wearable EEG Headband,2,1,1,0,1,Young,2022,Noida,Uttar Pradesh,-1,0,0,0,100,2,5000,1,1,100,5.4,0,0,1851.851852,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.7,0,50,2.7,0,0,0,0,0,0,0,0,0,0
263,2,02-Jan-23,10-Mar-23,36,Anokhe Pitchers Ke Anokhe Ideas,264,Amrutam,Food,Ayurvedic Lifestyle products,3,2,1,0,0,Middle,2017,Gwalior,Madhya Pradesh,110,0,0,0,50,2,2500,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,2,02-Jan-23,10-Mar-23,36,Anokhe Pitchers Ke Anokhe Ideas,265,HoloKitab,Technology/Software,Augmented Reality content for books,2,2,0,0,0,Middle,0,Jalandhar,Punjab,0,0,0,0,45,10,450,1,1,45,25,0,0,180,1,yes,0,0,0,0,45,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,2,02-Jan-23,10-Mar-23,37,Bharat Ka Kal,266,Zoe,Food,Nutrition For Life. Shop health & wellness products,2,1,1,0,1,Middle,0,Gurgaon,Haryana,120,0,0,0,75,5,1500,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,2,02-Jan-23,10-Mar-23,37,Bharat Ka Kal,267,Hornback,Vehicles/Electrical Vehicles,Diamond frame folding bicycles,2,2,0,0,0,Middle,0,Hyderabad,Telangana,0,0,0,0,50,1,5000,1,1,50,2.5,0,0,2000,1,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.5,0,0,0,0
267,2,02-Jan-23,10-Mar-23,37,Bharat Ka Kal,268,Malaki,Liquor/Beverages,Non-Alcoholic Beverages,2,2,0,0,0,Middle,0,Mumbai,Maharashtra,270,42,56,13,50,1,5000,1,1,50,3,0,0,1666.666667,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.5,0,25,1.5,0,0,0,0,0,0,0,0,0,0
268,2,02-Jan-23,10-Mar-23,37,Bharat Ka Kal,269,nanoclean,Manufacturing,Contamination Control Solutions,1,1,0,0,0,Middle,2017,Bikaner,Rajasthan,110,5,0,0,80,2,4000,0,0,0,0,0,0,0,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,2,02-Jan-23,10-Mar-23,38,Innovation And Imagination,270,DesmondJi,Liquor/Beverages,"Spirits, Liqueurs & Cocktail Blends",2,2,0,0,0,Middle,0,Goa,Goa,1200,125,0,0,100,1,10000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,2,02-Jan-23,10-Mar-23,38,Innovation And Imagination,271,Cremeitalia,Food,Fresh Italian Cheese Products,1,1,0,0,0,Middle,0,Mumbai,Maharashtra,0,62,0,0,90,1.5,6000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,2,02-Jan-23,10-Mar-23,38,Innovation And Imagination,272,nawgati,Services,Congestion Management for Fuel Stations,3,3,0,0,0,Young,0,Noida,Uttar Pradesh,0,0,0,0,67,2,3350,1,1,67,3,0,0,2233.333333,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5,1.5,0,0,0,0,0,0,0,33.5,1.5,0,0,0,0
272,2,02-Jan-23,10-Mar-23,38,Innovation And Imagination,273,Swytchd,Vehicles/Electrical Vehicles,All-inclusive Electric Vehicle Subscription,1,1,0,0,0,Middle,0,Bangalore,Karnataka,0,0,0,0,50,3,1666.666667,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
